context,source,target
personal shopper asesor imagen,personal advisor,personal shopper asesor imagen
asistente personal,personal assistant,asistente personal
personal servicios generales,personal assistant general manager,personal servicios generales
secretario asistente personal,personal assistant secretary,secretario asistente personal
banquero personal,personal banker,banquero personal
consultor banca personal,personal banking advisor,consultor banca personal
director cuentas banca personal,personal banking manager,director cuentas banca personal
ejecutivo banca personal,personal banking manager,ejecutivo banca personal
gerente banca personal,personal banking manager,gerente banca personal
gestor banca personal,personal banking manager,gestor banca personal
gestor personal banca,personal banking manager,gestor personal banca
responsable banca personal,personal banking manager,responsable banca personal
asistente domicilio,personal care assistant,asistente domicilio
encargado de personal,personal manager,encargado de personal
gerente personal,personal manager,gerente personal
gestor personal,personal manager,gestor personal
entrenador personal,personal trainer,entrenador personal
entrenador personal domicilio,personal trainer,entrenador personal domicilio
entrenador personal monitor,personal trainer,entrenador personal monitor
fisioterapeuta entrenador personal,personal trainer,fisioterapeuta entrenador personal
formador personal,personal trainer,formador personal
instructor entrenador personal,personal trainer,instructor entrenador personal
jefe departamento personal,personnel manager,jefe departamento personal
responsable de personal,personnel manager,responsable de personal
responsable personas,personnel manager,responsable personas
administrativo de seleccion de personal,personnel officer,administrativo de seleccion de personal
delegado de ventas en farmacia,pharmaceutical sales representative,delegado de ventas en farmacia
delegado venta farmacias,pharmaceutical sales representative,delegado venta farmacias
visitador farmacia,pharmaceutical sales representative,visitador farmacia
visitador medico atencion,pharmaceutical sales representative,visitador medico atencion
visitador medico farmacia,pharmaceutical sales representative,visitador medico farmacia
farmaceutico adjunto oficina farmacia,pharmacist,farmaceutico adjunto oficina farmacia
vendedor farmacias,pharmacist,vendedor farmacias
asistente farmacia,pharmacy assistant,asistente farmacia
auxiliar de farmacia,pharmacy assistant,auxiliar de farmacia
auxiliar diplomado farmacia,pharmacy assistant,auxiliar diplomado farmacia
adjunta oficina farmacia,pharmacy manager,adjunta oficina farmacia
gerente farmacia,pharmacy manager,gerente farmacia
gestor farmacias,pharmacy manager,gestor farmacias
fotografo publicidad,photographer,fotografo publicidad
vendedor videojuegos,photographer videographer,vendedor videojuegos
desarrollador php,php developer,desarrollador php
desarrollador web php,php web developer,desarrollador web php
preparador fisico readaptador de lesiones,physical trainer,preparador fisico readaptador de lesiones
fisioterapeuta,physiotherapist,fisioterapeuta
fisioterapeuta coordinador,physiotherapist,fisioterapeuta coordinador
auxiliar fisioterapia,physiotherapy assistant,auxiliar fisioterapia
pianista,pianist,pianista
profesor de piano,piano teacher,profesor de piano
piloto,pilot,piloto
piloto vuelos,pilot,piloto vuelos
piloto instructor,pilot instructor,piloto instructor
engrasador,pipefitter,engrasador
administrativo planificacion,planning administrator,administrativo planificacion
director planificacion,planning director,director planificacion
ejecutivo planificacion,planning executive,ejecutivo planificacion
responsable planificacion,planning manager,responsable planificacion
controlador planta,plant controller,controlador planta
ingeniero de planta,plant engineer,ingeniero de planta
director de planta,plant manager,director de planta
encargado de planta,plant manager,encargado de planta
encargado planta hormigon,plant manager,encargado planta hormigon
responsable de planta,plant manager,responsable de planta
operador ensayos destructivos,plant operator,operador ensayos destructivos
operador planta,plant operator,operador planta
operario de inyeccion de plastico,plant operator,operario de inyeccion de plastico
operario inyeccion plasticos,plant operator,operario inyeccion plasticos
operario jefe equipo,plant operator,operario jefe equipo
operario planta,plant operator,operario planta
operario planta piloto,plant operator,operario planta piloto
operario sector metal,plant operator,operario sector metal
jefe calidad planta,plant quality manager,jefe calidad planta
responsable de calidad en planta,plant quality manager,responsable de calidad en planta
yesero,plasterer tiler,yesero
medico adjunto cirugia plastica,plastic surgeon,medico adjunto cirugia plastica
gerente plataforma,platform manager,gerente plataforma
entrenador jugador,player coach,entrenador jugador
colaborador pipe,plumber,colaborador pipe
fontanero,plumber,fontanero
instalador fontaneria,plumber,instalador fontaneria
lampista,plumber,lampista
oficial fontanero,plumber,oficial fontanero
peon de fontaneria,plumber,peon de fontaneria
peon fontanero,plumber,peon fontanero
instalador gas,plumber gas fitter,instalador gas
fontanero calefactor,plumber heating,fontanero calefactor
oficial fontaneria calefaccion,plumbing heating,oficial fontaneria calefaccion
asesor politica,political advisor,asesor politica
concejal de partido politico,political affairs officer,concejal de partido politico
conserje,porter,conserje
controlador de accesos,porter,controlador de accesos
maletero,porter,maletero
jefe cartera,portfolio,jefe cartera
gestor carteras,portfolio manager,gestor carteras
retratista,portrait artist,retratista
repartidor correspondencia,postal worker,repartidor correspondencia
cartero,postman,cartero
director protocolo,pr director,director protocolo
practicante,practice lead,practicante
editor presentador,presenter,editor presentador
presentador,presenter,presentador
presentador de programa,presenter,presentador de programa
presentador reportero,presenter reporter,presentador reportero
presidente,president,presidente
presidente cooperativa,president,presidente cooperativa
planchador,press,planchador
asistente gabinete prensa,press assistant,asistente gabinete prensa
auxiliar de prensa,press assistant,auxiliar de prensa
asesor de prensa,press officer,asesor de prensa
oficial prensa,press officer,oficial prensa
oficina prensa,press officer,oficina prensa
responsable de prensa,press officer,responsable de prensa
operador prensa,press operator,operador prensa
operario de prensas,press operator,operario de prensas
prensista,press operator,prensista
gestor prevencion riesgos laborales,prevention manager,gestor prevencion riesgos laborales
jefe servicio prevencion propio,prevention manager,jefe servicio prevencion propio
administrativo departamento prevencion riesgos laborales,prevention officer,administrativo departamento prevencion riesgos laborales
administrativo prevencion riesgos laborales,prevention officer,administrativo prevencion riesgos laborales
jefe de servicios de prevencion de riesgos laborales,prevention officer,jefe de servicios de prevencion de riesgos laborales
